桩号(km),左高程(mm),右高程(mm),速度(m/s)
0.62230,41.43,,11.83
0.62240,41.42,,11.51
0.62250,41.36,,11.50
0.62260,41.10,,11.51
0.62270,40.86,,11.50
0.62280,40.70,,11.45
0.62290,41.04,,11.55
0.62300,40.95,,11.74
0.62310,40.66,,11.78
0.62320,40.33,,11.68
0.62330,39.71,,11.66
0.62340,39.42,,11.39
0.62350,39.21,,11.45
0.62360,38.87,,11.50
0.62370,38.42,,11.68
0.62380,37.95,,11.50
0.62390,37.41,,11.51
0.62400,37.18,,11.33
0.62410,37.00,,11.51
0.62420,36.69,,11.50
0.62430,36.35,,11.50
0.62440,36.24,,11.68
0.62450,35.81,,11.50
0.62460,35.60,,11.51
0.62470,35.27,,11.50
0.62480,34.71,,11.35
0.62490,34.46,,11.50
0.62500,34.30,,11.51
0.62510,34.14,,11.50
0.62520,34.02,,11.51
0.62530,33.92,,11.66
0.62540,33.60,,11.44
0.62550,33.21,,11.24
0.62560,32.85,,11.33
0.62570,32.52,,11.19
0.62580,32.38,,11.50
0.62590,32.19,,11.68
0.62600,31.53,,11.66
0.62610,31.25,,11.62
0.62620,31.08,,11.39
0.62630,31.22,,11.33
0.62640,31.17,,11.19
0.62650,31.28,,11.02
0.62660,31.30,,11.35
0.62670,31.02,,11.33
0.62680,30.89,,11.57
0.62690,30.67,,11.61
0.62700,30.64,,11.35
0.62710,30.58,,11.33
0.62720,30.73,,11.19
0.62730,30.77,,11.33
0.62740,30.51,,11.33
0.62750,30.17,,11.45
0.62760,30.00,,11.39
0.62770,29.81,,11.45
0.62780,29.87,,11.23
0.62790,29.81,,11.19
0.62800,29.93,,11.18
0.62810,29.73,,11.19
0.62820,30.16,,11.18
0.62830,30.36,,11.33
0.62840,30.53,,11.24
0.62850,31.04,,11.28
0.62860,31.33,,11.35
0.62870,31.61,,11.28
0.62880,32.00,,11.24
0.62890,32.02,,11.18
0.62900,32.14,,11.03
0.62910,32.34,,11.28
0.62920,32.52,,11.13
0.62930,32.40,,11.18
0.62940,32.50,,11.13
0.62950,32.91,,11.19
0.62960,33.41,,11.02
0.62970,33.46,,11.19
0.62980,33.79,,11.18
0.62990,34.01,,11.19
0.63000,33.92,,11.13
0.63010,34.22,,11.08
0.63020,34.43,,11.02
0.63030,34.85,,11.03
0.63040,35.14,,11.02
0.63050,35.30,,10.88
0.63060,35.40,,11.03
0.63070,35.82,,11.18
0.63080,36.04,,11.03
0.63090,36.38,,11.02
0.63100,36.40,,11.03
0.63110,36.44,,10.88
0.63120,36.36,,10.73
0.63130,36.54,,10.73
0.63140,36.97,,10.88
0.63150,37.09,,11.03
0.63160,37.10,,11.18
0.63170,37.14,,11.03
0.63180,37.48,,10.73
0.63190,37.64,,10.73
0.63200,38.27,,10.73
0.63210,38.89,,10.73
0.63220,39.18,,11.02
0.63230,39.18,,11.03
0.63240,39.17,,11.02
0.63250,39.40,,10.73
0.63260,39.47,,10.73
0.63270,39.94,,10.45
0.63280,40.01,,10.59
0.63290,39.99,,10.73
0.63300,39.88,,10.73
0.63310,39.97,,10.88
0.63320,40.01,,10.73
0.63330,40.37,,10.73
0.63340,40.43,,10.59
0.63350,40.37,,10.59
0.63360,39.88,,10.73
0.63370,39.56,,10.73
0.63380,39.52,,10.59
0.63390,39.61,,10.59
0.63400,39.53,,10.45
0.63410,39.69,,10.45
0.63420,39.53,,10.45
0.63430,39.36,,10.45
0.63440,39.53,,10.45
0.63450,39.80,,10.73
0.63460,39.83,,10.59
0.63470,39.85,,10.59
0.63480,39.75,,10.59
0.63490,39.57,,10.45
0.63500,38.87,,10.31
0.63510,38.52,,10.32
0.63520,38.32,,10.31
0.63530,38.36,,10.45
0.63540,38.36,,10.45
0.63550,38.45,,10.31
0.63560,38.52,,10.32
0.63570,38.52,,10.31
0.63580,38.77,,10.32
0.63590,38.76,,10.31
0.63600,38.88,,10.45
0.63610,38.60,,10.31
0.63620,38.24,,10.19
0.63630,37.94,,10.05
0.63640,37.43,,10.06
0.63650,36.87,,10.06
0.63660,36.57,,10.18
0.63670,36.03,,10.19
0.63680,35.87,,10.18
0.63690,35.62,,10.06
0.63700,34.16,,9.80
0.63710,34.48,,9.94
0.63720,36.08,,10.18
0.63730,36.57,,10.45
0.63740,35.27,,10.59
0.63750,34.19,,10.45
0.63760,33.28,,9.70
0.63770,34.34,,9.23
0.63780,36.04,,9.36
0.63790,38.53,,9.69
0.63800,40.14,,10.06
0.63810,41.16,,10.18
0.63820,42.05,,10.06
0.63830,42.82,,9.69
0.63840,43.48,,9.58
0.63850,44.11,,9.58
0.63860,44.53,,9.93
0.63870,45.07,,10.06
0.63880,45.39,,10.05
0.63890,45.84,,9.94
0.63900,46.02,,9.45
0.63910,45.90,,9.15
0.63920,45.43,,9.02
0.63930,45.79,,9.25
0.63940,46.15,,9.47
0.63950,45.83,,9.80
0.63960,46.32,,9.94
0.63970,46.44,,9.69
0.63980,47.12,,9.58
0.63990,47.28,,9.45
0.64000,47.87,,9.47
0.64010,47.83,,9.45
0.64020,48.03,,9.36
0.64030,48.23,,9.34
0.64040,48.34,,9.25
0.64050,48.75,,9.15
0.64060,48.86,,9.13
0.64070,48.18,,9.15
0.64080,46.99,,9.23
0.64090,46.56,,9.36
0.64100,46.19,,9.34
0.64110,46.14,,9.25
0.64120,45.97,,9.34
0.64130,46.29,,9.25
0.64140,46.16,,9.36
0.64150,45.81,,9.23
0.64160,45.47,,9.15
0.64170,44.95,,8.92
0.64180,44.97,,8.84
0.64190,45.06,,9.02
0.64200,44.75,,8.94
0.64210,44.53,,9.13
0.64220,44.36,,9.04
0.64230,44.17,,9.13
0.64240,44.17,,9.04
0.64250,44.38,,9.15
0.64260,45.12,,9.23
0.64270,45.18,,8.94
0.64280,44.49,,8.82
0.64290,43.81,,8.56
0.64300,43.62,,8.54
0.64310,43.64,,8.65
0.64320,43.55,,8.92
0.64330,43.38,,8.94
0.64340,43.15,,8.84
0.64350,43.13,,8.82
0.64360,42.86,,8.65
0.64370,42.51,,8.73
0.64380,42.16,,8.94
0.64390,41.81,,8.82
0.64400,41.68,,8.65
0.64410,41.54,,8.45
0.64420,41.47,,8.30
0.64430,41.64,,8.45
0.64440,41.39,,8.47
0.64450,40.92,,8.65
0.64460,40.19,,8.54
0.64470,39.33,,8.38
0.64480,38.99,,8.36
0.64490,39.45,,8.56
0.64500,39.75,,8.63
0.64510,40.09,,8.65
0.64520,39.82,,8.19
0.64530,39.83,,8.05
0.64540,39.66,,7.97
0.64550,39.53,,8.19
0.64560,39.44,,8.38
0.64570,39.49,,8.27
0.64580,39.21,,8.13
0.64590,38.82,,8.10
0.64600,38.55,,8.13
0.64610,38.23,,8.19
0.64620,38.10,,8.30
0.64630,37.79,,8.19
0.64640,37.24,,7.97
0.64650,36.87,,7.89
0.64660,36.72,,7.94
0.64670,36.59,,7.97
0.64680,36.49,,8.02
0.64690,36.55,,8.05
0.64700,36.29,,7.79
0.64710,35.97,,7.89
0.64720,35.44,,7.86
0.64730,35.13,,8.05
0.64740,34.94,,7.89
0.64750,34.95,,7.71
0.64760,34.76,,7.66
0.64770,34.64,,7.56
0.64780,34.22,,7.74
0.64790,34.19,,7.86
0.64800,34.02,,7.81
0.64810,34.12,,7.71
0.64820,33.97,,7.52
0.64830,34.04,,7.49
0.64840,34.20,,7.59
0.64850,34.80,,7.66
0.64860,34.92,,7.71
0.64870,35.18,,7.45
0.64880,34.75,,7.49
0.64890,34.59,,7.32
0.64900,34.81,,7.49
0.64910,34.56,,7.38
0.64920,34.46,,7.42
0.64930,34.07,,7.45
0.64940,33.85,,7.38
0.64950,33.91,,7.42
0.64960,33.53,,7.19
0.64970,32.93,,7.22
0.64980,32.53,,7.19
0.64990,32.57,,7.22
0.65000,32.59,,7.19
0.65010,32.60,,7.22
0.65020,32.55,,7.12
0.65030,32.52,,7.15
0.65040,32.07,,7.19
0.65050,31.80,,7.06
0.65060,32.13,,6.97
0.65070,32.17,,6.94
0.65080,32.14,,7.15
0.65090,32.44,,7.12
0.65100,32.38,,7.09
0.65110,32.20,,6.88
0.65120,32.08,,6.91
0.65130,31.98,,7.12
0.65140,31.73,,7.12
0.65150,31.88,,6.97
0.65160,31.80,,6.82
0.65170,31.73,,6.79
0.65180,31.88,,6.94
0.65190,31.82,,7.03
0.65200,31.72,,6.94
0.65210,31.79,,6.91
0.65220,31.65,,6.88
0.65230,31.28,,6.97
0.65240,31.08,,6.71
0.65250,30.85,,6.76
0.65260,30.47,,6.91
0.65270,30.98,,6.88
0.65280,31.26,,6.91
0.65290,31.38,,6.82
0.65300,31.19,,6.85
0.65310,31.01,,6.71
0.65320,30.50,,6.73
0.65330,30.57,,6.71
0.65340,30.85,,6.76
0.65350,30.88,,6.79
0.65360,30.82,,6.94
0.65370,30.45,,6.67
0.65380,29.80,,6.60
0.65390,29.94,,6.67
0.65400,31.37,,6.82
0.65410,32.96,,6.79
0.65420,33.60,,6.65
0.65430,34.21,,6.51
0.65440,34.36,,6.71
0.65450,34.56,,6.82
0.65460,34.85,,6.73
0.65470,35.13,,6.49
0.65480,35.22,,6.40
0.65490,35.18,,6.71
0.65500,35.24,,6.85
0.65510,35.63,,6.71
0.65520,36.04,,6.40
0.65530,35.96,,6.49
0.65540,35.59,,6.65
0.65550,35.55,,6.79
0.65560,35.58,,6.60
0.65570,35.83,,6.51
0.65580,36.49,,6.49
0.65590,36.98,,6.67
0.65600,37.20,,6.76
0.65610,37.45,,6.62
0.65620,38.00,,6.39
0.65630,38.19,,6.51
0.65640,38.47,,6.71
0.65650,38.84,,6.71
0.65660,39.61,,6.51
0.65670,39.83,,6.49
0.65680,39.95,,6.56
0.65690,40.33,,6.65
0.65700,40.98,,6.62
0.65710,41.57,,6.49
0.65720,41.85,,6.40
0.65730,41.93,,6.60
0.65740,42.29,,6.62
0.65750,42.22,,6.49
0.65760,42.57,,6.49
0.65770,42.91,,6.51
0.65780,43.35,,6.54
0.65790,43.61,,6.56
0.65800,43.97,,6.49
0.65810,43.71,,6.56
0.65820,43.69,,6.54
0.65830,44.40,,6.51
0.65840,44.88,,6.49
0.65850,44.97,,6.44
0.65860,44.83,,6.40
0.65870,45.07,,6.49
0.65880,45.21,,6.62
0.65890,45.51,,6.54
0.65900,45.80,,6.46
0.65910,45.88,,6.39
0.65920,45.33,,6.51
0.65930,45.30,,6.49
0.65940,44.88,,6.40
0.65950,44.57,,6.49
0.65960,44.97,,6.54
0.65970,44.98,,6.51
0.65980,45.59,,6.44
0.65990,45.86,,6.35
0.66000,46.03,,6.49
0.66010,46.03,,6.51
0.66020,46.18,,6.39
0.66030,45.96,,6.40
0.66040,45.65,,6.39
0.66050,45.60,,6.49
0.66060,45.72,,6.51
0.66070,45.67,,6.49
0.66080,45.98,,6.51
0.66090,46.42,,6.49
0.66100,46.74,,6.40
0.66110,46.74,,6.34
0.66120,46.97,,6.51
0.66130,47.07,,6.54
0.66140,48.26,,6.51
0.66150,48.47,,6.39
0.66160,48.57,,6.39
0.66170,48.86,,6.51
0.66180,49.33,,6.60
0.66190,49.99,,6.40
0.66200,50.32,,6.49
0.66210,50.31,,6.56
0.66220,50.02,,6.44
0.66230,49.96,,6.40
0.66240,49.11,,6.60
0.66250,48.84,,6.71
0.66260,50.27,,6.67
0.66270,50.89,,6.29
0.66280,50.07,,6.25
0.66290,49.45,,6.65
0.66300,48.51,,6.97
0.66310,47.96,,6.76
0.66320,49.07,,6.40
0.66330,49.25,,6.39
0.66340,48.99,,6.51
0.66350,49.77,,6.71
0.66360,49.09,,6.60
0.66370,49.79,,6.62
0.66380,50.37,,6.60
0.66390,51.73,,6.73
0.66400,52.16,,6.54
0.66410,52.23,,6.56
0.66420,52.55,,6.60
0.66430,52.78,,6.67
0.66440,53.70,,6.65
0.66450,54.79,,6.60
0.66460,55.83,,6.62
0.66470,56.43,,6.65
0.66480,56.72,,6.79
0.66490,56.72,,6.71
0.66500,57.06,,6.62
0.66510,56.95,,6.49
0.66520,56.73,,6.67
0.66530,56.49,,6.76
0.66540,56.62,,6.73
0.66550,57.12,,6.60
0.66560,56.82,,6.76
0.66570,56.88,,6.79
0.66580,57.63,,6.82
0.66590,57.88,,6.51
0.66600,57.94,,6.60
0.66610,57.36,,6.85
0.66620,58.05,,6.94
0.66630,58.78,,6.97
0.66640,59.00,,6.60
0.66650,59.71,,6.54
0.66660,59.72,,6.79
0.66670,60.78,,7.06
0.66680,61.24,,6.91
0.66690,62.04,,6.65
0.66700,61.77,,6.51
0.66710,60.37,,6.82
0.66720,60.21,,7.09
0.66730,60.30,,7.00
0.66740,60.44,,6.73
0.66750,60.31,,6.65
0.66760,60.25,,6.71
0.66770,60.87,,6.97
0.66780,61.10,,7.06
0.66790,62.32,,6.97
0.66800,62.82,,6.71
0.66810,62.69,,6.73
0.66820,62.07,,7.06
0.66830,62.40,,7.09
0.66840,62.28,,6.94
0.66850,62.24,,6.71
0.66860,60.72,,6.73
0.66870,59.89,,7.06
0.66880,60.21,,7.22
0.66890,60.25,,7.06
0.66900,60.46,,6.85
0.66910,59.71,,6.82
0.66920,58.95,,6.97
0.66930,58.87,,7.19
0.66940,58.97,,7.09
0.66950,58.96,,6.82
0.66960,58.76,,6.88
0.66970,58.15,,7.03
0.66980,58.78,,7.32
0.66990,58.70,,7.22
0.67000,58.88,,7.06
0.67010,58.38,,6.91
0.67020,58.01,,7.00
0.67030,57.97,,7.22
0.67040,57.99,,7.19
0.67050,58.29,,7.06
0.67060,58.31,,7.03
0.67070,59.12,,7.12
0.67080,59.52,,7.29
0.67090,60.69,,7.32
0.67100,61.22,,7.29
0.67110,60.49,,7.00
0.67120,59.43,,6.97
0.67130,58.17,,7.25
0.67140,58.31,,7.22
0.67150,59.47,,7.32
0.67160,60.07,,7.38
0.67170,61.70,,7.22
0.67180,62.55,,7.12
0.67190,62.37,,7.22
0.67200,62.15,,7.38
0.67210,62.26,,7.35
0.67220,62.14,,7.32
0.67230,61.55,,7.29
0.67240,61.72,,7.32
0.67250,62.26,,7.32
0.67260,62.44,,7.49
0.67270,63.04,,7.38
0.67280,63.16,,7.29
0.67290,63.61,,7.32
0.67300,64.20,,7.35
0.67310,64.61,,7.59
0.67320,65.07,,7.49
0.67330,65.41,,7.45
0.67340,65.95,,7.29
0.67350,66.71,,7.45
0.67360,67.11,,7.59
0.67370,68.14,,7.56
0.67380,68.36,,7.59
0.67390,69.05,,7.35
0.67400,69.40,,7.45
0.67410,69.61,,7.64
0.67420,69.37,,7.66
0.67430,70.25,,7.49
0.67440,70.84,,7.38
0.67450,71.35,,7.59
0.67460,72.00,,7.64
0.67470,72.15,,7.74
0.67480,72.67,,7.49
0.67490,73.02,,7.52
0.67500,73.80,,7.56
0.67510,74.52,,7.74
0.67520,75.05,,7.71
0.67530,75.41,,7.74
0.67540,75.99,,7.64
0.67550,76.67,,7.59
0.67560,77.09,,7.66
0.67570,77.54,,7.79
0.67580,77.86,,7.74
0.67590,77.93,,7.64
0.67600,77.93,,7.89
0.67610,77.58,,7.71
0.67620,78.21,,7.74
0.67630,78.03,,7.79
0.67640,77.71,,7.81
0.67650,78.04,,7.81
0.67660,78.20,,7.86
0.67670,78.04,,7.89
0.67680,78.02,,7.79
0.67690,78.11,,7.74
0.67700,77.90,,7.86
0.67710,77.99,,7.89
0.67720,78.29,,7.94
0.67730,78.81,,8.05
0.67740,79.10,,8.02
0.67750,79.53,,7.89
0.67760,79.25,,7.74
0.67770,79.00,,7.79
0.67780,78.78,,8.05
0.67790,78.74,,8.19
0.67800,79.03,,8.13
0.67810,78.86,,7.94
0.67820,78.21,,7.89
0.67830,78.07,,8.02
0.67840,78.10,,8.13
0.67850,78.29,,8.30
0.67860,78.10,,8.19
0.67870,77.48,,7.89
0.67880,77.01,,7.86
0.67890,76.14,,8.05
0.67900,76.21,,8.27
0.67910,76.03,,8.30
0.67920,75.36,,8.36
0.67930,74.52,,8.13
0.67940,73.83,,8.02
0.67950,73.24,,8.13
0.67960,72.34,,8.21
0.67970,71.63,,8.36
0.67980,71.24,,8.21
0.67990,70.66,,8.02
0.68000,69.73,,8.05
0.68010,68.69,,8.27
0.68020,68.72,,8.56
0.68030,68.32,,8.54
0.68040,67.97,,8.38
0.68050,67.01,,7.97
0.68060,66.48,,8.02
0.68070,66.15,,8.30
0.68080,66.68,,8.45
0.68090,66.77,,8.56
0.68100,66.64,,8.54
0.68110,66.40,,8.13
0.68120,65.99,,8.10
0.68130,65.03,,8.21
0.68140,64.36,,8.54
0.68150,64.20,,8.65
0.68160,63.57,,8.47
0.68170,63.10,,8.36
0.68180,62.99,,8.38
0.68190,62.63,,8.27
0.68200,61.49,,8.47
0.68210,60.15,,8.45
0.68220,60.12,,8.47
0.68230,59.71,,8.36
0.68240,59.36,,8.47
0.68250,59.35,,8.56
0.68260,59.16,,8.45
0.68270,58.69,,8.38
0.68280,57.96,,8.27
0.68290,57.44,,8.56
0.68300,58.13,,8.63
0.68310,57.85,,8.75
0.68320,57.95,,8.63
0.68330,57.50,,8.38
0.68340,56.94,,8.27
0.68350,56.40,,8.38
0.68360,56.16,,8.56
0.68370,55.76,,8.73
0.68380,55.63,,8.75
0.68390,55.74,,8.73
0.68400,55.29,,8.47
0.68410,55.01,,8.54
0.68420,54.86,,8.47
0.68430,54.14,,8.73
0.68440,54.09,,8.75
0.68450,53.85,,8.54
0.68460,53.27,,8.56
0.68470,53.05,,8.56
0.68480,53.07,,8.73
0.68490,53.18,,8.65
0.68500,53.00,,8.73
0.68510,52.87,,8.75
0.68520,52.29,,8.73
0.68530,51.93,,8.65
0.68540,51.39,,8.63
0.68550,50.81,,8.65
0.68560,50.31,,8.65
0.68570,49.96,,8.82
0.68580,49.40,,8.84
0.68590,48.50,,8.73
0.68600,47.71,,8.47
0.68610,46.93,,8.54
0.68620,47.50,,8.84
0.68630,47.56,,8.92
0.68640,47.48,,8.84
0.68650,46.86,,8.82
0.68660,46.23,,8.65
0.68670,45.72,,8.75
0.68680,45.60,,8.73
0.68690,45.34,,8.94
0.68700,45.02,,9.02
0.68710,44.77,,8.84
0.68720,43.84,,8.63
0.68730,42.36,,8.56
0.68740,41.70,,8.63
0.68750,41.53,,8.94
0.68760,41.17,,9.04
0.68770,40.89,,9.02
0.68780,40.60,,8.94
0.68790,39.92,,8.82
0.68800,39.58,,8.84
0.68810,39.01,,8.73
0.68820,38.12,,8.75
0.68830,37.14,,8.82
0.68840,36.33,,8.84
0.68850,36.03,,8.92
0.68860,36.00,,8.94
0.68870,35.93,,8.84
0.68880,35.50,,8.92
0.68890,34.62,,8.84
0.68900,34.64,,8.92
0.68910,33.49,,8.84
0.68920,32.56,,8.82
0.68930,31.87,,8.84
0.68940,31.88,,8.82
0.68950,31.64,,8.75
0.68960,31.34,,8.94
0.68970,31.69,,8.92
0.68980,32.00,,9.04
0.68990,31.78,,8.92
0.69000,31.57,,8.84
0.69010,31.27,,8.73
0.69020,31.27,,8.84
0.69030,31.38,,8.82
0.69040,32.01,,8.84
0.69050,32.07,,8.73
0.69060,32.51,,8.84
0.69070,34.07,,8.84
0.69080,35.31,,9.02
0.69090,35.87,,8.94
0.69100,35.81,,8.82
0.69110,36.10,,8.75
0.69120,36.24,,8.82
0.69130,36.01,,8.84
0.69140,35.96,,8.82
0.69150,36.22,,8.84
0.69160,36.75,,8.75
0.69170,37.08,,8.73
0.69180,38.05,,8.84
0.69190,38.79,,8.92
0.69200,39.63,,8.94
0.69210,40.07,,8.73
0.69220,40.58,,8.65
0.69230,41.60,,8.82
0.69240,42.38,,8.75
0.69250,42.94,,8.92
0.69260,43.05,,8.84
0.69270,43.14,,8.75
0.69280,43.39,,8.54
0.69290,43.67,,8.75
0.69300,43.65,,8.92
0.69310,43.50,,8.94
0.69320,43.73,,8.92
0.69330,43.98,,8.65
0.69340,43.94,,8.63
0.69350,44.11,,8.47
0.69360,44.46,,8.75
0.69370,44.93,,8.92
0.69380,45.20,,9.04
0.69390,45.07,,8.82
0.69400,44.59,,8.65
0.69410,44.87,,8.63
0.69420,45.27,,8.75
0.69430,45.89,,8.82
0.69440,46.17,,8.84
0.69450,46.26,,8.82
0.69460,46.47,,8.56
0.69470,46.68,,8.65
0.69480,47.34,,8.73
0.69490,47.99,,8.94
0.69500,48.00,,8.92
0.69510,47.67,,8.65
0.69520,47.34,,8.54
0.69530,47.43,,8.65
0.69540,47.71,,8.73
0.69550,48.08,,8.94
0.69560,48.62,,8.75
0.69570,48.83,,8.82
0.69580,48.64,,8.56
0.69590,48.73,,8.54
0.69600,49.10,,8.65
0.69610,48.99,,8.73
0.69620,48.89,,8.84
0.69630,49.32,,8.73
0.69640,49.68,,8.65
0.69650,49.68,,8.54
0.69660,50.00,,8.65
0.69670,50.17,,8.56
0.69680,50.21,,8.73
0.69690,50.65,,8.65
0.69700,51.08,,8.63
0.69710,51.51,,8.75
0.69720,51.67,,8.63
0.69730,52.09,,8.65
0.69740,52.40,,8.63
0.69750,52.65,,8.47
0.69760,52.97,,8.56
0.69770,53.00,,8.63
0.69780,53.29,,8.75
0.69790,53.51,,8.63
0.69800,53.90,,8.56
0.69810,53.82,,8.54
0.69820,53.74,,8.65
0.69830,53.90,,8.54
0.69840,53.71,,8.56
0.69850,53.52,,8.73
0.69860,53.62,,8.56
0.69870,53.83,,8.56
0.69880,53.80,,8.63
0.69890,53.88,,8.56
0.69900,54.40,,8.54
0.69910,54.55,,8.56
0.69920,54.17,,8.54
0.69930,53.97,,8.56
0.69940,53.88,,8.63
0.69950,53.69,,8.56
0.69960,53.66,,8.47
0.69970,53.62,,8.54
0.69980,53.68,,8.65
0.69990,54.14,,8.54
0.70000,54.72,,8.65
0.70010,54.90,,8.45
0.70020,54.69,,8.47
0.70030,54.46,,8.45
0.70040,54.80,,8.56
0.70050,55.06,,8.63
0.70060,54.83,,8.56
0.70070,54.70,,8.56
0.70080,54.99,,8.45
0.70090,54.61,,8.38
0.70100,54.86,,8.54
0.70110,54.65,,8.56
0.70120,54.62,,8.54
0.70130,54.38,,8.38
0.70140,53.97,,8.45
0.70150,54.01,,8.47
0.70160,54.03,,8.56
0.70170,53.90,,8.54
0.70180,53.79,,8.47
0.70190,53.37,,8.36
0.70200,53.32,,8.38
0.70210,53.46,,8.45
0.70220,53.30,,8.38
0.70230,53.12,,8.45
0.70240,53.00,,8.47
0.70250,52.67,,8.36
0.70260,52.06,,8.38
0.70270,51.76,,8.38
0.70280,51.14,,8.45
0.70290,50.78,,8.47
0.70300,50.41,,8.27
0.70310,50.18,,8.30
0.70320,49.94,,8.27
0.70330,49.89,,8.38
0.70340,50.05,,8.54
0.70350,50.05,,8.38
0.70360,50.03,,8.30
0.70370,49.69,,8.27
0.70380,49.29,,8.21
0.70390,49.77,,8.36
0.70400,49.74,,8.30
0.70410,49.54,,8.36
0.70420,49.71,,8.30
0.70430,49.52,,8.19
0.70440,49.34,,8.30
0.70450,48.98,,8.36
0.70460,48.99,,8.30
0.70470,48.62,,8.30
0.70480,48.18,,8.02
0.70490,47.41,,7.97
0.70500,47.09,,8.02
0.70510,47.16,,8.30
0.70520,47.65,,8.45
0.70530,47.92,,8.30
0.70540,47.48,,8.10
0.70550,47.36,,8.05
0.70560,47.45,,7.97
0.70570,47.01,,8.19
0.70580,46.90,,8.13
0.70590,46.77,,8.02
0.70600,47.19,,7.97
0.70610,47.19,,7.94
0.70620,47.13,,7.97
0.70630,47.23,,8.10
0.70640,47.17,,8.21
0.70650,46.67,,7.94
0.70660,46.22,,7.89
0.70670,45.78,,7.74
0.70680,45.67,,7.79
0.70690,45.57,,7.89
0.70700,46.12,,7.94
0.70710,46.51,,7.97
0.70720,46.50,,7.79
0.70730,46.51,,7.81
0.70740,46.29,,7.71
0.70750,45.97,,7.66
0.70760,45.89,,7.74
0.70770,45.50,,7.71
0.70780,45.27,,7.81
0.70790,45.38,,7.79
0.70800,45.29,,7.74
0.70810,44.99,,7.64
0.70820,44.68,,7.59
0.70830,44.57,,7.49
0.70840,44.44,,7.59
0.70850,43.96,,7.64
0.70860,44.11,,7.59
0.70870,44.03,,7.59
0.70880,44.04,,7.49
0.70890,43.96,,7.59
0.70900,43.79,,7.49
0.70910,43.55,,7.45
0.70920,43.05,,7.49
0.70930,42.71,,7.45
0.70940,42.44,,7.35
0.70950,42.09,,7.32
0.70960,41.60,,7.32
0.70970,41.13,,7.42
0.70980,40.83,,7.38
0.70990,40.73,,7.35
0.71000,40.27,,7.32
0.71010,39.67,,7.09
0.71020,39.21,,7.19
0.71030,38.71,,7.22
0.71040,38.42,,7.45
0.71050,38.32,,7.35
0.71060,38.21,,7.25
0.71070,38.21,,7.06
0.71080,38.20,,7.15
0.71090,38.06,,7.32
0.71100,37.79,,7.22
0.71110,37.40,,7.06
0.71120,36.93,,7.09
0.71130,36.57,,7.19
0.71140,36.36,,7.22
0.71150,36.01,,7.19
0.71160,35.81,,7.09
0.71170,35.29,,7.19
0.71180,35.13,,7.19
0.71190,34.80,,7.09
0.71200,34.82,,7.00
0.71210,34.48,,6.85
0.71220,33.85,,7.12
0.71230,33.58,,7.22
0.71240,33.42,,7.25
0.71250,33.47,,7.03
0.71260,33.16,,6.94
0.71270,32.82,,7.06
0.71280,32.52,,6.85
0.71290,32.02,,6.94
0.71300,31.75,,6.97
0.71310,31.22,,7.06
0.71320,31.35,,7.22
0.71330,31.27,,7.19
0.71340,30.89,,6.73
0.71350,30.35,,6.60
0.71360,30.42,,6.97
0.71370,30.46,,7.19
0.71380,30.36,,7.06
0.71390,30.10,,6.85
0.71400,30.08,,6.76
0.71410,30.04,,7.03
0.71420,29.76,,7.12
0.71430,29.76,,7.03
0.71440,29.68,,6.65
0.71450,29.98,,6.73
0.71460,30.38,,7.00
0.71470,30.29,,7.06
0.71480,30.23,,6.73
0.71490,29.90,,6.71
0.71500,29.71,,6.97
0.71510,29.83,,7.06
0.71520,29.69,,6.97
0.71530,29.26,,6.88
0.71540,29.15,,6.79
0.71550,29.26,,6.71
0.71560,29.35,,7.03
0.71570,29.29,,7.38
0.71580,29.40,,6.94
0.71590,29.53,,6.85
0.71600,29.58,,7.00
0.71610,29.47,,6.91
0.71620,29.82,,6.71
0.71630,30.57,,6.97
0.71640,31.08,,7.06
0.71650,31.30,,7.22
0.71660,31.77,,7.19
0.71670,31.95,,6.82
0.71680,31.98,,6.73
0.71690,31.58,,7.06
0.71700,31.18,,7.29
0.71710,30.80,,7.06
0.71720,30.93,,6.91
0.71730,30.90,,7.00
0.71740,31.02,,7.15
0.71750,31.34,,7.32
0.71760,31.37,,7.09
0.71770,31.60,,6.94
0.71780,31.96,,7.00
0.71790,32.33,,7.03
0.71800,32.18,,7.06
0.71810,31.91,,7.09
0.71820,32.10,,7.19
0.71830,32.40,,7.35
0.71840,32.35,,7.19
0.71850,32.19,,7.09
0.71860,32.13,,6.94
0.71870,32.16,,6.94
0.71880,32.31,,7.09
0.71890,32.41,,7.32
0.71900,32.03,,7.35
0.71910,31.77,,7.32
0.71920,31.80,,6.97
0.71930,32.08,,6.94
0.71940,32.30,,7.22
0.71950,32.64,,7.25
0.71960,32.92,,7.29
0.71970,32.88,,7.32
0.71980,33.07,,7.25
0.71990,33.34,,7.03
0.72000,33.56,,7.19
0.72010,33.99,,7.22
0.72020,34.24,,7.32
0.72030,34.44,,7.49
0.72040,34.49,,7.19
0.72050,34.61,,7.22
0.72060,34.89,,7.25
0.72070,35.05,,7.25
0.72080,35.21,,7.35
0.72090,35.25,,7.32
0.72100,35.24,,7.35
0.72110,35.21,,7.38
0.72120,35.57,,7.56
0.72130,35.69,,7.38
0.72140,35.76,,7.15
0.72150,35.63,,7.19
0.72160,35.78,,7.42
0.72170,36.05,,7.59
0.72180,36.28,,7.52
0.72190,36.18,,7.35
0.72200,36.37,,7.32
