桩号(km),左高程(mm),右高程(mm),速度(m/s)
0.29910,49.47,,8.47
0.29920,49.64,,8.56
0.29930,49.84,,8.54
0.29940,50.06,,8.56
0.29950,50.26,,8.54
0.29960,50.44,,8.56
0.29970,50.61,,8.63
0.29980,50.82,,8.65
0.29990,51.06,,8.63
0.30000,51.30,,8.65
0.30010,51.52,,8.56
0.30020,51.69,,8.54
0.30030,51.83,,8.56
0.30040,51.99,,8.63
0.30050,52.21,,8.75
0.30060,52.51,,8.73
0.30070,52.83,,8.56
0.30080,53.17,,8.63
0.30090,53.51,,8.75
0.30100,53.83,,8.63
0.30110,54.18,,8.75
0.30120,54.52,,8.65
0.30130,54.86,,8.63
0.30140,54.96,,8.65
0.30150,54.96,,8.73
0.30160,55.00,,8.75
0.30170,55.02,,8.82
0.30180,55.05,,8.75
0.30190,55.05,,8.73
0.30200,55.04,,8.56
0.30210,55.02,,8.75
0.30220,54.98,,8.73
0.30230,54.96,,8.84
0.30240,54.93,,8.82
0.30250,54.88,,8.84
0.30260,54.81,,8.63
0.30270,54.76,,8.75
0.30280,54.74,,8.82
0.30290,54.72,,8.84
0.30300,54.69,,8.82
0.30310,54.61,,8.94
0.30320,54.51,,8.75
0.30330,54.38,,8.82
0.30340,54.26,,8.84
0.30350,54.14,,8.92
0.30360,54.01,,8.75
0.30370,53.85,,8.92
0.30380,53.66,,8.84
0.30390,53.46,,8.92
0.30400,53.26,,8.84
0.30410,53.08,,8.94
0.30420,52.88,,8.82
0.30430,52.67,,8.94
0.30440,52.42,,8.92
0.30450,52.18,,8.94
0.30460,51.96,,9.13
0.30470,51.76,,8.94
0.30480,51.57,,8.82
0.30490,51.33,,8.94
0.30500,51.08,,8.92
0.30510,50.78,,9.04
0.30520,50.49,,9.04
0.30530,50.23,,9.02
0.30540,50.01,,8.94
0.30550,49.79,,8.92
0.30560,49.54,,8.94
0.30570,49.31,,9.02
0.30580,49.08,,9.15
0.30590,48.89,,9.13
0.30600,48.70,,9.15
0.30610,48.55,,8.94
0.30620,48.42,,9.02
0.30630,48.32,,8.94
0.30640,48.29,,9.13
0.30650,48.31,,9.25
0.30660,48.38,,9.13
0.30670,48.44,,8.94
0.30680,48.53,,9.02
0.30690,48.63,,9.15
0.30700,48.78,,9.13
0.30710,48.95,,9.25
0.30720,49.15,,9.25
0.30730,49.33,,9.13
0.30740,49.51,,9.04
0.30750,49.69,,9.13
0.30760,49.87,,9.15
0.30770,50.10,,9.23
0.30780,50.31,,9.25
0.30790,50.55,,9.23
0.30800,50.75,,9.15
0.30810,50.96,,9.15
0.30820,51.15,,9.13
0.30830,51.39,,9.25
0.30840,51.65,,9.34
0.30850,51.95,,9.36
0.30860,52.27,,9.13
0.30870,52.54,,9.25
0.30880,52.84,,9.23
0.30890,53.12,,9.36
0.30900,53.45,,9.34
0.30910,53.76,,9.25
0.30920,54.10,,9.25
0.30930,54.36,,9.34
0.30940,54.65,,9.36
0.30950,54.92,,9.34
0.30960,55.24,,9.47
0.30970,55.53,,9.34
0.30980,55.76,,9.25
0.30990,55.96,,9.23
0.31000,56.10,,9.25
0.31010,56.31,,9.47
0.31020,56.52,,9.57
0.31030,56.83,,9.47
0.31040,57.05,,9.45
0.31050,57.27,,9.25
0.31060,57.44,,9.34
0.31070,57.65,,9.47
0.31080,57.87,,9.69
0.31090,58.17,,9.47
0.31100,58.48,,9.45
0.31110,58.75,,9.25
0.31120,59.07,,9.36
0.31130,59.37,,9.45
0.31140,59.77,,9.70
0.31150,60.15,,9.69
0.31160,60.61,,9.47
0.31170,61.02,,9.34
0.31180,61.42,,9.36
0.31190,61.76,,9.57
0.31200,62.15,,9.70
0.31210,62.52,,9.58
0.31220,62.91,,9.45
0.31230,63.22,,9.58
0.31240,63.47,,9.45
0.31250,63.69,,9.47
0.31260,63.87,,9.69
0.31270,64.11,,9.70
0.31280,64.34,,9.57
0.31290,64.59,,9.47
0.31300,64.81,,9.45
0.31310,65.07,,9.70
0.31320,65.29,,9.70
0.31330,65.51,,9.69
0.31340,65.72,,9.70
0.31350,65.89,,9.45
0.31360,66.02,,9.47
0.31370,66.12,,9.45
0.31380,66.20,,9.70
0.31390,66.30,,9.69
0.31400,66.43,,9.81
0.31410,66.54,,9.70
0.31420,66.66,,9.57
0.31430,66.74,,9.58
0.31440,66.84,,9.69
0.31450,66.90,,9.70
0.31460,67.03,,9.80
0.31470,67.15,,9.70
0.31480,67.30,,9.57
0.31490,67.47,,9.58
0.31500,67.65,,9.57
0.31510,67.85,,9.70
0.31520,68.05,,9.81
0.31530,68.25,,9.80
0.31540,68.43,,9.81
0.31550,68.64,,9.69
0.31560,68.88,,9.81
0.31570,69.19,,9.69
0.31580,69.51,,9.58
0.31590,69.86,,9.69
0.31600,70.18,,9.70
0.31610,70.47,,9.81
0.31620,70.75,,9.80
0.31630,71.04,,9.70
0.31640,71.32,,9.80
0.31650,71.63,,9.70
0.31660,71.91,,9.69
0.31670,72.18,,9.70
0.31680,72.43,,9.80
0.31690,72.66,,9.81
0.31700,72.88,,9.80
0.31710,73.09,,9.70
0.31720,73.28,,9.81
0.31730,73.44,,9.69
0.31740,73.58,,9.70
0.31750,73.75,,9.69
0.31760,73.94,,9.81
0.31770,74.15,,9.80
0.31780,74.39,,9.81
0.31790,74.63,,9.69
0.31800,74.86,,9.81
0.31810,75.07,,9.70
0.31820,75.27,,9.80
0.31830,75.45,,9.81
0.31840,75.60,,9.69
0.31850,75.72,,9.70
0.31860,75.81,,9.69
0.31870,75.88,,9.81
0.31880,75.93,,9.93
0.31890,75.95,,9.81
0.31900,75.94,,9.80
0.31910,75.84,,9.70
0.31920,75.66,,9.58
0.31930,75.41,,9.80
0.31940,75.09,,9.70
0.31950,74.73,,9.93
0.31960,74.36,,9.81
0.31970,73.92,,9.69
0.31980,73.43,,9.81
0.31990,72.88,,9.69
0.32000,72.31,,9.81
0.32010,71.82,,9.81
0.32020,71.33,,9.93
0.32030,70.82,,9.81
0.32040,70.34,,9.69
0.32050,69.87,,9.58
0.32060,69.45,,9.57
0.32070,69.02,,9.81
0.32080,68.63,,9.93
0.32090,68.25,,9.94
0.32100,67.86,,9.80
0.32110,67.47,,9.70
0.32120,67.06,,9.70
0.32130,66.67,,9.69
0.32140,66.31,,9.81
0.32150,65.97,,9.93
0.32160,65.63,,9.81
0.32170,65.30,,9.69
0.32180,64.95,,9.70
0.32190,64.57,,9.80
0.32200,64.21,,9.81
0.32210,63.89,,9.69
0.32220,63.60,,9.70
0.32230,63.33,,9.81
0.32240,63.10,,9.93
0.32250,62.89,,9.81
0.32260,62.76,,9.80
0.32270,62.62,,9.70
0.32280,62.53,,9.69
0.32290,62.45,,9.70
0.32300,62.43,,9.69
0.32310,62.41,,9.94
0.32320,62.44,,9.81
0.32330,62.48,,9.57
0.32340,62.50,,9.70
0.32350,62.50,,9.69
0.32360,62.49,,9.70
0.32370,62.49,,9.80
0.32380,62.51,,9.70
0.32390,62.53,,9.80
0.32400,62.62,,9.58
0.32410,62.76,,9.69
0.32420,62.98,,9.81
0.32430,63.20,,9.70
0.32440,63.44,,9.80
0.32450,63.71,,9.70
0.32460,63.98,,9.57
0.32470,64.27,,9.81
0.32480,64.53,,9.80
0.32490,64.80,,9.70
0.32500,65.06,,9.80
0.32510,65.32,,9.70
0.32520,65.58,,9.58
0.32530,65.89,,9.69
0.32540,66.17,,9.70
0.32550,66.44,,9.69
0.32560,66.68,,9.70
0.32570,66.89,,9.57
0.32580,67.10,,9.70
0.32590,67.29,,9.69
0.32600,67.47,,9.81
0.32610,67.62,,9.69
0.32620,67.74,,9.70
0.32630,67.85,,9.58
0.32640,67.91,,9.69
0.32650,67.90,,9.58
0.32660,67.85,,9.80
0.32670,67.74,,9.70
0.32680,67.62,,9.69
0.32690,67.50,,9.58
0.32700,67.35,,9.57
0.32710,67.19,,9.70
0.32720,67.01,,9.81
0.32730,66.81,,9.69
0.32740,66.57,,9.70
0.32750,66.30,,9.69
0.32760,66.02,,9.58
0.32770,65.76,,9.69
0.32780,65.53,,9.70
0.32790,65.29,,9.69
0.32800,65.00,,9.58
0.32810,64.68,,9.69
0.32820,64.33,,9.58
0.32830,63.94,,9.70
0.32840,63.56,,9.69
0.32850,63.17,,9.70
0.32860,62.76,,9.69
0.32870,62.32,,9.58
0.32880,61.85,,9.57
0.32890,61.40,,9.70
0.32900,60.98,,9.69
0.32910,60.62,,9.70
0.32920,60.28,,9.58
0.32930,59.95,,9.57
0.32940,59.64,,9.70
0.32950,59.37,,9.69
0.32960,59.15,,9.70
0.32970,58.98,,9.69
0.32980,58.80,,9.47
0.32990,58.64,,9.69
0.33000,58.50,,9.58
0.33010,58.41,,9.57
0.33020,58.34,,9.70
0.33030,58.30,,9.70
0.33040,58.28,,9.57
0.33050,58.26,,9.47
0.33060,58.24,,9.57
0.33070,58.24,,9.58
0.33080,58.29,,9.69
0.33090,58.36,,9.70
0.33100,58.45,,9.57
0.33110,58.49,,9.58
0.33120,58.52,,9.36
0.33130,58.52,,9.57
0.33140,58.57,,9.70
0.33150,58.65,,9.57
0.33160,58.79,,9.58
0.33170,58.93,,9.57
0.33180,59.04,,9.47
0.33190,59.14,,9.57
0.33200,59.19,,9.70
0.33210,59.25,,9.57
0.33220,59.30,,9.58
0.33230,59.38,,9.47
0.33240,59.46,,9.45
0.33250,59.55,,9.47
0.33260,59.65,,9.57
0.33270,59.67,,9.58
0.33280,59.68,,9.57
0.33290,59.66,,9.47
0.33300,59.59,,9.57
0.33310,59.51,,9.47
0.33320,59.41,,9.58
0.33330,59.29,,9.57
0.33340,59.16,,9.58
0.33350,58.97,,9.34
0.33360,58.72,,9.47
0.33370,58.44,,9.45
0.33380,58.14,,9.58
0.33390,57.84,,9.45
0.33400,57.51,,9.58
0.33410,57.16,,9.45
0.33420,56.85,,9.58
0.33430,56.52,,9.36
0.33440,56.19,,9.45
0.33450,55.87,,9.36
0.33460,55.59,,9.45
0.33470,55.32,,9.58
0.33480,55.10,,9.69
0.33490,54.92,,9.58
0.33500,54.74,,9.23
0.33510,54.54,,9.25
0.33520,54.35,,9.25
0.33530,54.16,,9.45
0.33540,53.99,,9.58
0.33550,53.85,,9.69
0.33560,53.75,,9.47
0.33570,53.65,,9.23
0.33580,53.55,,9.25
0.33590,53.44,,9.45
0.33600,53.34,,9.47
0.33610,53.26,,9.45
0.33620,53.21,,9.36
0.33630,53.18,,9.36
0.33640,53.19,,9.34
0.33650,53.23,,9.36
0.33660,53.28,,9.34
0.33670,53.33,,9.36
0.33680,53.36,,9.34
0.33690,53.40,,9.36
0.33700,53.45,,9.45
0.33710,53.56,,9.36
0.33720,53.70,,9.36
0.33730,53.88,,9.23
0.33740,54.06,,9.15
0.33750,54.28,,9.34
0.33760,54.50,,9.47
0.33770,54.70,,9.23
0.33780,54.88,,9.36
0.33790,55.05,,9.23
0.33800,55.20,,9.25
0.33810,55.34,,9.34
0.33820,55.49,,9.25
0.33830,55.60,,9.36
0.33840,55.70,,9.23
0.33850,55.73,,9.25
0.33860,55.75,,9.13
0.33870,55.78,,9.25
0.33880,55.80,,9.34
0.33890,55.83,,9.25
0.33900,55.83,,9.23
0.33910,55.85,,9.25
0.33920,55.86,,9.15
0.33930,55.88,,9.23
0.33940,55.90,,9.25
0.33950,55.97,,9.13
0.33960,56.02,,9.25
0.33970,56.11,,9.13
0.33980,56.21,,9.15
0.33990,56.34,,9.23
0.34000,56.49,,9.25
0.34010,56.67,,9.23
0.34020,56.85,,9.15
0.34030,57.02,,9.04
0.34040,57.15,,9.13
0.34050,57.26,,9.25
0.34060,57.36,,9.23
0.34070,57.51,,9.25
0.34080,57.63,,9.02
0.34090,57.71,,9.04
0.34100,57.72,,9.13
0.34110,57.74,,9.04
0.34120,57.76,,9.15
0.34130,57.80,,9.13
0.34140,57.87,,9.15
0.34150,57.89,,9.02
0.34160,57.91,,9.15
0.34170,57.93,,9.23
0.34180,58.02,,9.25
0.34190,58.16,,9.13
0.34200,58.35,,9.04
0.34210,58.53,,8.92
0.34220,58.71,,8.94
0.34230,58.91,,9.04
0.34240,59.10,,9.13
0.34250,59.33,,9.15
0.34260,59.56,,9.13
0.34270,59.83,,9.04
0.34280,60.08,,8.92
0.34290,60.34,,8.94
0.34300,60.58,,9.13
0.34310,60.79,,9.15
0.34320,60.97,,9.15
0.34330,61.11,,9.02
0.34340,61.21,,8.84
0.34350,61.27,,8.92
0.34360,61.31,,9.04
0.34370,61.37,,9.13
0.34380,61.45,,9.15
0.34390,61.54,,9.02
0.34400,61.61,,8.94
0.34410,61.67,,8.92
0.34420,61.72,,8.94
0.34430,61.82,,9.04
0.34440,61.94,,9.02
0.34450,62.07,,9.15
0.34460,62.14,,8.92
0.34470,62.15,,8.84
0.34480,62.13,,8.92
0.34490,62.11,,8.94
0.34500,62.12,,9.02
0.34510,62.14,,9.04
0.34520,62.11,,8.94
0.34530,61.98,,8.92
0.34540,61.81,,9.04
0.34550,61.63,,8.92
0.34560,61.51,,8.84
0.34570,61.43,,8.82
0.34580,61.36,,8.94
0.34590,61.29,,8.92
0.34600,61.21,,8.94
0.34610,61.14,,9.02
0.34620,61.06,,8.94
0.34630,61.00,,8.84
0.34640,60.95,,8.82
0.34650,60.92,,8.94
0.34660,60.90,,8.92
0.34670,60.88,,8.94
0.34680,60.89,,8.92
0.34690,60.89,,8.84
0.34700,60.90,,8.92
0.34710,60.89,,8.75
0.34720,60.84,,8.65
0.34730,60.77,,9.02
0.34740,60.74,,9.04
0.34750,60.73,,9.02
0.34760,60.74,,8.84
0.34770,60.74,,8.73
0.34780,60.72,,8.56
0.34790,60.71,,8.82
0.34800,60.69,,8.94
0.34810,60.73,,9.02
0.34820,60.75,,8.94
0.34830,60.82,,8.65
0.34840,60.87,,8.63
0.34850,60.94,,8.65
0.34860,60.98,,8.92
0.34870,61.00,,8.94
0.34880,61.02,,8.92
0.34890,61.05,,8.75
0.34900,61.12,,8.73
0.34910,61.22,,8.65
0.34920,61.32,,8.82
0.34930,61.39,,8.84
0.34940,61.40,,8.75
0.34950,61.41,,8.73
0.34960,61.43,,8.75
0.34970,61.53,,8.82
0.34980,61.61,,8.75
0.34990,61.67,,8.73
0.35000,61.68,,8.75
0.35010,61.68,,8.73
0.35020,61.70,,8.75
0.35030,61.72,,8.65
0.35040,61.73,,8.82
0.35050,61.73,,8.65
0.35060,61.75,,8.63
0.35070,61.75,,8.75
0.35080,61.72,,8.73
0.35090,61.71,,8.75
0.35100,61.70,,8.73
0.35110,61.71,,8.65
0.35120,61.73,,8.54
0.35130,61.73,,8.65
0.35140,61.75,,8.75
0.35150,61.81,,8.73
0.35160,61.91,,8.75
0.35170,62.00,,8.54
0.35180,62.03,,8.47
0.35190,61.97,,8.54
0.35200,61.90,,8.94
0.35210,61.84,,8.82
0.35220,61.83,,8.65
0.35230,61.83,,8.38
0.35240,61.79,,8.45
0.35250,61.74,,8.56
0.35260,61.74,,8.73
0.35270,61.84,,8.84
0.35280,62.03,,8.63
0.35290,62.26,,8.56
0.35300,62.49,,8.45
0.35310,62.74,,8.47
0.35320,63.03,,8.63
0.35330,63.40,,8.65
0.35340,63.84,,8.75
0.35350,64.33,,8.45
0.35360,64.84,,8.56
0.35370,65.37,,8.54
0.35380,65.95,,8.65
0.35390,66.55,,8.63
0.35400,67.11,,8.56
0.35410,67.62,,8.45
0.35420,68.07,,8.38
0.35430,68.50,,8.47
0.35440,68.90,,8.63
0.35450,69.29,,8.65
0.35460,69.65,,8.73
0.35470,69.96,,8.65
0.35480,70.25,,8.54
0.35490,70.46,,8.47
0.35500,70.59,,8.36
0.35510,70.63,,8.56
0.35520,70.63,,8.63
0.35530,70.61,,8.56
0.35540,70.57,,8.47
0.35550,70.46,,8.36
0.35560,70.27,,8.47
0.35570,70.01,,8.82
0.35580,69.71,,8.75
0.35590,69.40,,8.73
0.35600,69.03,,8.56
0.35610,68.62,,8.45
0.35620,68.12,,8.47
0.35630,67.57,,8.56
0.35640,67.00,,8.63
0.35650,66.37,,8.56
0.35660,65.69,,8.63
0.35670,64.98,,8.56
0.35680,64.23,,8.63
0.35690,63.50,,8.65
0.35700,62.78,,8.73
0.35710,62.13,,8.75
0.35720,61.53,,8.63
0.35730,60.96,,8.56
0.35740,60.44,,8.56
0.35750,59.96,,8.73
0.35760,59.53,,8.65
0.35770,59.14,,8.73
0.35780,58.83,,8.65
0.35790,58.59,,8.63
0.35800,58.40,,8.56
0.35810,58.21,,8.73
0.35820,58.05,,8.84
0.35830,57.92,,8.84
0.35840,57.85,,8.73
0.35850,57.83,,8.56
0.35860,57.84,,8.54
0.35870,57.83,,8.65
0.35880,57.81,,8.82
0.35890,57.81,,8.94
0.35900,57.88,,8.63
0.35910,57.98,,8.47
0.35920,58.08,,8.45
0.35930,58.18,,8.65
0.35940,58.29,,8.94
0.35950,58.43,,9.02
0.35960,58.61,,8.84
0.35970,58.79,,8.63
0.35980,58.91,,8.56
0.35990,59.00,,8.73
0.36000,59.06,,8.84
0.36010,59.12,,8.92
0.36020,59.19,,8.94
0.36030,59.24,,8.65
0.36040,59.23,,8.63
0.36050,59.17,,8.65
0.36060,59.08,,8.82
0.36070,58.99,,8.94
0.36080,58.93,,8.92
0.36090,58.88,,8.84
0.36100,58.84,,8.73
0.36110,58.77,,8.65
0.36120,58.71,,8.92
0.36130,58.66,,9.04
0.36140,58.63,,8.94
0.36150,58.57,,8.82
0.36160,58.47,,8.65
0.36170,58.37,,8.73
0.36180,58.30,,8.94
0.36190,58.28,,8.82
0.36200,58.30,,9.04
0.36210,58.33,,8.92
0.36220,58.36,,8.75
0.36230,58.39,,8.84
0.36240,58.41,,9.02
0.36250,58.49,,9.04
0.36260,58.62,,8.92
0.36270,58.78,,8.84
0.36280,58.95,,8.82
0.36290,59.11,,8.94
0.36300,59.28,,8.92
0.36310,59.44,,8.94
0.36320,59.63,,9.02
0.36330,59.86,,9.04
0.36340,60.09,,8.94
0.36350,60.31,,8.92
0.36360,60.47,,8.94
0.36370,60.63,,9.02
0.36380,60.78,,8.84
0.36390,60.96,,8.92
0.36400,61.11,,8.94
0.36410,61.22,,8.92
0.36420,61.30,,9.04
0.36430,61.33,,8.94
0.36440,61.40,,9.02
0.36450,61.43,,8.94
0.36460,61.46,,9.02
0.36470,61.43,,8.94
0.36480,61.41,,9.02
0.36490,61.40,,9.04
0.36500,61.41,,8.92
0.36510,61.52,,8.94
0.36520,61.63,,9.02
0.36530,61.77,,8.94
0.36540,61.85,,9.04
0.36550,61.91,,9.02
0.36560,61.95,,9.15
0.36570,62.01,,9.02
0.36580,62.15,,8.94
0.36590,62.27,,8.92
0.36600,62.39,,8.84
0.36610,62.48,,8.82
0.36620,62.57,,9.15
0.36630,62.60,,9.15
0.36640,62.65,,9.13
0.36650,62.63,,8.94
0.36660,62.59,,8.92
0.36670,62.52,,8.94
0.36680,62.43,,9.13
0.36690,62.38,,9.25
0.36700,62.32,,9.02
0.36710,62.26,,8.94
0.36720,62.11,,8.82
0.36730,62.01,,8.84
0.36740,61.97,,9.04
0.36750,62.06,,9.23
0.36760,62.22,,9.25
0.36770,62.37,,9.13
0.36780,62.54,,8.94
0.36790,62.71,,9.02
0.36800,62.94,,8.94
0.36810,63.22,,9.13
0.36820,63.56,,9.25
0.36830,63.89,,9.15
0.36840,64.18,,9.02
0.36850,64.39,,9.04
0.36860,64.56,,9.02
0.36870,64.77,,9.15
0.36880,65.02,,9.13
0.36890,65.25,,9.15
0.36900,65.41,,9.13
0.36910,65.50,,9.15
0.36920,65.53,,9.13
0.36930,65.58,,9.15
0.36940,65.61,,9.04
0.36950,65.59,,9.13
0.36960,65.49,,9.36
0.36970,65.35,,9.23
0.36980,65.22,,9.25
0.36990,65.11,,9.34
0.37000,65.07,,9.25
0.37010,65.05,,9.02
0.37020,64.97,,9.04
0.37030,64.83,,8.94
0.37040,64.69,,9.34
0.37050,64.62,,9.47
0.37060,64.66,,9.57
0.37070,64.79,,9.25
0.37080,64.94,,9.02
0.37090,65.08,,8.94
0.37100,65.23,,9.13
0.37110,65.46,,9.36
0.37120,65.75,,9.57
0.37130,66.15,,9.47
0.37140,66.58,,9.15
0.37150,67.08,,9.13
0.37160,67.60,,9.15
0.37170,68.20,,9.23
0.37180,68.90,,9.47
0.37190,69.68,,9.45
0.37200,70.51,,9.25
0.37210,71.35,,9.13
0.37220,72.16,,9.36
0.37230,72.96,,9.47
0.37240,73.84,,9.45
0.37250,74.76,,9.25
0.37260,75.67,,9.13
0.37270,76.53,,9.25
0.37280,77.32,,9.34
0.37290,78.11,,9.58
0.37300,78.87,,9.69
0.37310,79.66,,9.47
0.37320,80.39,,9.13
0.37330,81.03,,9.04
0.37340,81.53,,9.25
0.37350,81.95,,9.34
0.37360,82.33,,9.58
0.37370,82.64,,9.45
0.37380,82.87,,9.47
0.37390,83.00,,9.34
0.37400,83.03,,9.36
0.37410,82.95,,9.45
0.37420,82.85,,9.47
0.37430,82.67,,9.58
0.37440,82.50,,9.57
0.37450,82.26,,9.25
0.37460,81.98,,9.34
0.37470,81.60,,9.36
0.37480,81.22,,9.57
0.37490,80.82,,9.70
0.37500,80.42,,9.57
0.37510,79.97,,9.47
0.37520,79.45,,9.45
0.37530,78.90,,9.47
0.37540,78.31,,9.47
0.37550,77.73,,9.69
0.37560,77.09,,9.70
0.37570,76.45,,9.45
0.37580,75.73,,9.47
0.37590,74.97,,9.34
0.37600,74.17,,9.58
0.37610,73.38,,9.69
0.37620,72.59,,9.70
0.37630,71.77,,9.57
0.37640,70.88,,9.47
0.37650,69.88,,9.47
0.37660,68.90,,9.57
0.37670,67.97,,9.70
0.37680,67.10,,9.69
0.37690,66.22,,9.58
0.37700,65.31,,9.57
0.37710,64.37,,9.47
0.37720,63.41,,9.57
0.37730,62.50,,9.70
0.37740,61.63,,9.81
0.37750,60.84,,9.80
0.37760,60.11,,9.70
0.37770,59.43,,9.57
0.37780,58.75,,9.47
0.37790,58.11,,9.69
0.37800,57.47,,9.70
0.37810,56.88,,9.69
0.37820,56.37,,9.70
0.37830,55.94,,9.57
0.37840,55.59,,9.58
0.37850,55.29,,9.70
0.37860,55.04,,9.57
0.37870,54.81,,9.70
0.37880,54.64,,9.80
0.37890,54.47,,9.70
0.37900,54.29,,9.69
0.37910,54.13,,9.70
0.37920,54.01,,9.69
0.37930,53.97,,9.58
0.37940,53.97,,9.70
0.37950,54.01,,9.69
0.37960,54.02,,9.81
0.37970,54.00,,9.69
0.37980,53.94,,9.81
0.37990,53.87,,9.69
0.38000,53.82,,9.81
0.38010,53.82,,9.69
0.38020,53.80,,9.81
0.38030,53.76,,9.69
0.38040,53.67,,9.58
0.38050,53.55,,9.70
0.38060,53.40,,9.80
0.38070,53.25,,9.81
0.38080,53.11,,9.80
0.38090,52.98,,9.81
0.38100,52.89,,9.69
0.38110,52.78,,9.70
0.38120,52.65,,9.69
0.38130,52.50,,9.70
0.38140,52.33,,9.70
0.38150,52.16,,9.80
0.38160,51.96,,9.94
0.38170,51.76,,9.93
0.38180,51.57,,9.81
0.38190,51.37,,9.69
0.38200,51.14,,9.81
0.38210,50.86,,9.69
0.38220,50.55,,9.70
0.38230,50.24,,9.80
0.38240,49.90,,9.81
0.38250,49.51,,9.70
0.38260,49.11,,9.93
0.38270,48.71,,9.81
0.38280,48.34,,9.80
0.38290,47.96,,9.70
0.38300,47.58,,9.69
0.38310,47.22,,9.81
0.38320,46.89,,9.93
0.38330,46.62,,9.94
0.38340,46.40,,9.81
0.38350,46.20,,9.80
0.38360,46.04,,9.70
0.38370,45.85,,9.45
0.38380,45.65,,9.70
0.38390,45.46,,9.93
0.38400,45.30,,10.06
0.38410,45.21,,9.93
0.38420,45.17,,9.81
0.38430,45.12,,9.69
0.38440,45.05,,9.70
0.38450,44.95,,9.70
0.38460,44.86,,9.93
0.38470,44.78,,9.94
0.38480,44.71,,9.80
0.38490,44.66,,9.70
0.38500,44.61,,9.69
0.38510,44.54,,9.81
0.38520,44.48,,9.80
0.38530,44.40,,9.81
0.38540,44.34,,9.94
0.38550,44.31,,9.69
0.38560,44.31,,9.81
0.38570,44.30,,9.80
0.38580,44.30,,9.94
0.38590,44.32,,9.69
0.38600,44.39,,9.81
0.38610,44.49,,9.69
0.38620,44.63,,9.81
0.38630,44.80,,9.80
0.38640,45.02,,9.81
0.38650,45.27,,9.70
0.38660,45.53,,9.69
0.38670,45.84,,9.81
0.38680,46.18,,9.93
0.38690,46.55,,9.81
0.38700,46.92,,9.80
0.38710,47.29,,9.70
0.38720,47.64,,9.80
0.38730,48.06,,9.81
0.38740,48.56,,9.81
0.38750,49.09,,9.80
0.38760,49.61,,9.58
0.38770,50.09,,9.69
0.38780,50.55,,9.81
0.38790,51.00,,9.80
0.38800,51.47,,9.94
0.38810,51.94,,9.93
0.38820,52.39,,9.70
0.38830,52.82,,9.69
0.38840,53.23,,9.58
0.38850,53.61,,9.70
0.38860,53.96,,9.93
0.38870,54.29,,9.94
0.38880,54.59,,9.80
0.38890,54.83,,9.58
0.38900,55.01,,9.57
0.38910,55.15,,9.70
0.38920,55.26,,9.93
0.38930,55.37,,9.94
0.38940,55.47,,9.94
0.38950,55.56,,9.69
0.38960,55.63,,9.58
0.38970,55.66,,9.69
0.38980,55.67,,9.70
0.38990,55.66,,9.93
0.39000,55.65,,9.81
0.39010,55.61,,9.80
0.39020,55.55,,9.58
0.39030,55.45,,9.57
0.39040,55.35,,9.70
0.39050,55.27,,9.94
0.39060,55.26,,9.80
0.39070,55.28,,9.81
0.39080,55.36,,9.57
0.39090,55.46,,9.47
0.39100,55.58,,9.69
0.39110,55.74,,9.81
0.39120,55.91,,9.69
0.39130,56.09,,9.70
0.39140,56.32,,9.70
0.39150,56.62,,9.69
0.39160,56.95,,9.70
0.39170,57.31,,9.57
0.39180,57.71,,9.58
0.39190,58.15,,9.69
0.39200,58.67,,9.47
0.39210,59.26,,9.57
0.39220,59.89,,9.58
0.39230,60.56,,9.45
0.39240,61.27,,9.58
0.39250,62.03,,9.58
0.39260,62.81,,9.57
0.39270,63.58,,9.47
0.39280,64.36,,9.69
0.39290,65.15,,9.47
0.39300,65.96,,9.34
0.39310,66.79,,9.36
0.39320,67.63,,9.45
0.39330,68.46,,9.47
0.39340,69.29,,9.47
0.39350,70.07,,9.23
0.39360,70.78,,9.25
0.39370,71.40,,9.34
0.39380,71.98,,9.58
0.39390,72.52,,9.69
0.39400,73.01,,9.70
0.39410,73.47,,9.34
0.39420,73.89,,9.15
0.39430,74.25,,9.02
0.39440,74.60,,9.04
0.39450,74.98,,9.15
0.39460,75.32,,9.34
0.39470,75.60,,9.36
0.39480,75.77,,9.23
0.39490,75.84,,9.15
0.39500,75.82,,9.23
0.39510,75.74,,9.25
0.39520,75.59,,9.23
0.39530,75.37,,9.15
0.39540,75.09,,9.15
0.39550,74.74,,8.92
0.39560,74.40,,9.15
0.39570,74.06,,9.02
0.39580,73.72,,9.04
0.39590,73.36,,9.02
0.39600,72.98,,9.15
0.39610,72.61,,9.13
0.39620,72.24,,9.15
0.39630,71.89,,9.02
0.39640,71.55,,8.94
0.39650,71.18,,8.84
0.39660,70.83,,8.92
0.39670,70.50,,8.75
0.39680,70.18,,8.82
0.39690,69.88,,8.94
0.39700,69.60,,8.92
0.39710,69.35,,8.75
0.39720,69.12,,8.63
0.39730,68.88,,8.65
0.39740,68.62,,8.75
0.39750,68.39,,8.92
0.39760,68.20,,8.94
0.39770,68.04,,8.82
0.39780,67.89,,8.65
0.39790,67.70,,8.54
0.39800,67.57,,8.56
0.39810,67.55,,8.63
0.39820,67.62,,8.56
0.39830,67.73,,8.45
0.39840,67.81,,8.38
0.39850,67.87,,8.38
0.39860,67.90,,8.54
0.39870,67.94,,8.56
0.39880,68.05,,8.63
